//1:bottom: right to left
wall
-14.1,5,-109.7,0,5
-2.7,5,-109.7,0,5
11.7,5,-109.7,0,5
-14.1,5,-90,0,5
11.7,5,-90,0,5
-24.0,5,-99.8,90,5
21.4.0,5,-99.8,90,5
startingdoor
0,0.1,-0.3,90,0.15
endingdoor
-2.3,0.1,-154.1,270,0.15
door
73.0,0.1,-69.8,90,0.15
-65.2,0.1,-22,0,0.15
-65.2,0.1,-142,0,0.15
65.5,0.1,-137,180,0.15
-1.2,0.1,-89.6,270,0.15
key
82,5,-130,90,0.55
pillar
5,0,-15,0,2
-5,0,-15,0,2
3,0,-152,0,2
-7,0,-152,0,2
pedestal
//Right-side
-74,0,-152.3,0,2
-90,0,-152.3,0,2
-74,0,-132.3,0,2
-90,0,-132.3,0,2
-74,0,-112.3,0,2
-90,0,-112.3,0,2
-74,0,-92.3,0,2
-90,0,-92.3,0,2
-74,0,-72.3,0,2
-90,0,-72.3,0,2
-74,0,-52.3,0,2
-90,0,-52.3,0,2
-74,0,-32.3,0,2
-90,0,-32.3,0,2
-74,0,-12.3,0,2
-90,0,-12.3,0,2
//Left-side
100,0,-21.3,0,2
83,0,-21.3,0,2
100,0,-41.3,0,2
83,0,-41.3,0,2
100,0,-61.3,0,2
83,0,-61.3,0,2
100,0,-81.3,0,2
83,0,-81.3,0,2
100,0,-101.3,0,2
83,0,-101.3,0,2
100,0,-121.3,0,2
83,0,-121.3,0,2
100,0,-151.3,0,2
83,0,-151.3,0,2
//Right-side near door
-44,0,-152.3,0,2
-60,0,-152.3,0,2
-44,0,-132.3,0,2
-60,0,-132.3,0,2
-44,0,-112.3,0,2
-60,0,-112.3,0,2
-44,0,-92.3,0,2
-60,0,-92.3,0,2
-44,0,-72.3,0,2
-60,0,-72.3,0,2
-44,0,-52.3,0,2
-60,0,-52.3,0,2
-44,0,-32.3,0,2
-60,0,-32.3,0,2
-44,0,-12.3,0,2
-60,0,-12.3,0,2
//Right-side near ending-door
-28,0,-132.3,0,2
-28,0,-112.3,0,2
-28,0,-92.3,0,2
-28,0,-72.3,0,2
-12,0,-72.3,0,2
-28,0,-52.3,0,2
-12,0,-52.3,0,2
-28,0,-32.3,0,2
-12,0,-32.3,0,2
-28,0,-12.3,0,2
-12,0,-12.3,0,2
//Left-side close to left-pillars
70,0,-21.3,0,2
53,0,-21.3,0,2
70,0,-41.3,0,2
53,0,-41.3,0,2
70,0,-61.3,0,2
53,0,-61.3,0,2
70,0,-81.3,0,2
53,0,-81.3,0,2
70,0,-101.3,0,2
53,0,-101.3,0,2
70,0,-121.3,0,2
53,0,-121.3,0,2
70,0,-151.3,0,2
53,0,-151.3,0,2
//Left-side close to starting-door
50,0,-21.3,0,2
33,0,-21.3,0,2
50,0,-41.3,0,2
33,0,-41.3,0,2
50,0,-61.3,0,2
33,0,-61.3,0,2
50,0,-81.3,0,2
33,0,-81.3,0,2
50,0,-101.3,0,2
33,0,-101.3,0,2
50,0,-121.3,0,2
33,0,-121.3,0,2
50,0,-151.3,0,2
33,0,-151.3,0,2
